id	code	caption	description	additionalInfo.format	additionalInfo.unit	additionalInfo.dataType	additionalInfo.conversionFactor	additionalInfo.noDataValue	additionalInfo.spatialResolution	additionalInfo.spatialExtent	additionalInfo.spatialReferenceSystem	additionalInfo.temporalResolution	additionalInfo.temporalExtent	additionalInfo.nearRealTime	additionalInfo.methodology	links.href
70	L2_QUAL_LST_D	Quality Land Surface Temperature (Dekadal)	The quality layer gives an indication on the quality of the Land Surface Temperature (LST) input data. It shows the time between the date of the data file and the earlier remote sensing observation on which the data is based.	Raster Dataset	d	Byte (8bit Integer)		255	100m (0.000992 degree)	Africa and Near East	EPSG:4326 - WGS84 - Geographic Coordinate System (lat/long)	from January 2009 to present	Dekadal (approximately every 10 days)	New dekadal data layers are released approximately 5 days after the end of a dekad. A higher quality version of the same data layer is uploaded after 6 dekads have passed. This final version of the dekadal dataset has a higher quality because gap filling and interpolation processes, where needed, have been based on more data observations.	The LST input uses each clear observation. For each clear LST observation a separate "observation quality" is calculated which is dependent on the viewing angle. Smaller viewing angles provide a better LST observation. For each day the following procedure is followed to calculate the LST:If there is no clear LST observation, then the previous value of LST is used. The observation quality is reduced 10% each day.If there is a clear LST observation then the new LST value will be a weighted mean of the previous observation and current observation, based on their observation quality.The Quality Indicator provides the number of days since the last clear observation, regardless of its observation quality.Data component developed through collaboration with the FRAME Consortium. More information can be found at: http://www.fao.org/in-action/remote-sensing-for-water-productivity/en/	https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L2_QUAL_LST_D
71	L2_QUAL_NDVI_D	Quality of Normalized Difference Vegetation Index (Dekadal)	The layer gives an indication of the quality of the NDVI input data. It shows whether a valid observation was available for that dekad, and if not, the length of the data gap with the nearest valid observation.	Raster Dataset	d	Byte (8bit Unsigned Integer)		255	100m (0.000992 degree)	Africa and Near East	EPSG:4326 - WGS84 - Geographic Coordinate System (lat/long)	from January 2009 to present	Dekadal (approximately every 10 days)	New dekadal data layers are released approximately 5 days after the end of a dekad. A higher quality version of the same data layer is uploaded after 6 dekads have passed. This final version of the dekadal dataset has a higher quality because gap filling and interpolation processes, where needed, have been based on more data observations.	The quality layer is produced during the smoothing of the NDVI. The quality index (QI) for every pixel in each dekad depicts if and how a new value was created for that pixel. The procedure can be described as follows:1) First all the valid observations (not flagged) are treated. If the final estimate of the smoothed NDVI is very close to the (pre-cleaned) NDVI value, the QI is set to 0 (ideal situation). Where a valid observation was present but it was adapted by the smoothing, the QI is set to 250 ("valid-smoothed" in the legend).2) For the remaining (flagged) observations, the QI is set to the number of days in-between the surrounding valid observations (i.e. with QI=0 or 250). If the length of the data gap exceeds 240 days, it is saturated to 240. The fundamental idea is that the longer the gap, the less reliable the smoothing is. For the observations at the profile edges, it is assumed that the (a priori unknown) observations preceding the first valid observation and following the last valid observations are "good"This quality layer depicts the quality for the NDVI, fAPAR, albedo and NPP, as all these data components rely on the same input, i.e. the spectral reflectance data. Furthermore, the length of the data gap is the same.Data component developed through collaboration with the FRAME Consortium. More information can be found at: http://www.fao.org/in-action/remote-sensing-for-water-productivity/en/	https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L2_QUAL_NDVI_D
72	L2_T_A	Transpiration (Annual)	The Transpiration (T) data component is the actual transpiration of the vegetation canopy. The value of each pixel represents the total annual transpiration for that specific year.	Raster Dataset	mm	Int32 (32bit Integer)	the pixel value in the downloaded data must be multiplied by 0.1	-9999	100m (0.000992 degree)	Africa and Near East	EPSG:4326 - WGS84 - Geographic Coordinate System (lat/long)	from January 2009 to present	Annual	New dekadal data layers are released approximately 5 days after the end of a dekad. A higher quality version of the same data layer is uploaded after 6 dekads have passed. This final version of the dekadal dataset has a higher quality because gap filling and interpolation processes, where needed, have been based on more data observations. This implies that other temporal aggregations (monthly, seasonal, annual), and layers that depend on those, are updated as well. Practically this means that a final annual aggregation of the most recent full calendar year can only be produced after the end of February. Likewise, the final monthly aggregation of the most recent calendar months can only be produced 2 full months later.	See transpiration (T) by dekad for further information. The annual total is obtained by taking the T in mm/day, multiplying by the number of days in a dekad, and summing the dekads of each year.	https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L2_T_A
73	L2_TBP_S	Total Biomass Production (Seasonal)	Total Biomass Production (TBP) is defined as the sum of the above-ground dry matter produced during the course of the growing season. The seasonal value represents the total accumulated biomass during one growing season, from start of season (SOS) to end of season (EOS). A pixel value of -9997 denotes \"out of season\".	Raster Dataset	kg/ha	Int16	the pixel value in the downloaded data must be multiplied by 10	-9999	100m (0.000992 degree)	Africa and Near East	EPSG:4326 - WGS84 - Geographic Coordinate System (lat/long)	from January 2009 to present	Seasonal	New dekadal data layers are released approximately 5 days after the end of a dekad. A higher quality version of the same data layer is uploaded after 6 dekads have passed. This final version of the dekadal dataset has a higher quality because gap filling and interpolation processes, where needed, have been based on more data observations. This implies that other temporal aggregations (monthly, seasonal, annual), and layers that depend on those, are updated as well. Practically this means that a final annual aggregation of the most recent full calendar year can only be produced after the end of February. Likewise, the final monthly aggregation of the most recent calendar months can only be produced 2 full months later.	To derive the accumulation in biomass production over or during a growing season, first the start and the end of the growing season need to be identified using the phenology data component. TBP is then calculated as the sum of NPP, converted into dry matter productivity (DMP) units (kg/ha), between the start of the season (SOS) and the end of the season (EOS).At the end of the season, when the crops for the area can be assessed, the dekadal and seasonal TBP values are adjusted using an additional root-shoot correction factor data layer that allows the user to correct the TBP using the land cover specific root-shoot values.A limitation for the derivation of TBP is the dependency on phenological information, meaning that TBP can only be derived for areas where seasonality is detected. For ecosystems, such as tropical forests or deserts, that experience almost no seasonality, the start of season is theoretically set at January 1st and end of season is set at December 31st.Data component developed through collaboration with the FRAME Consortium. More information can be found at: http://www.fao.org/in-action/remote-sensing-for-water-productivity/en/	https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L2_TBP_S
74	L2_T_D	Transpiration (Dekadal)	The transpiration (T) data component (dekadal, in mm/day) is the actual transpiration of the vegetation canopy. The value of each pixel represents the average daily actual transpiration for that specific dekad.	Raster Dataset	MM	Byte (8bit Integer)	the pixel value in the downloaded data must be multiplied by 0.1	255	100m (0.000992 degree)	Africa and Near East	EPSG:4326 - WGS84 - Geographic Coordinate System (lat/long)	from January 2009 to present	Dekadal (approximately every 10 days)	New dekadal data layers are released approximately 5 days after the end of a dekad. A higher quality version of the same data layer is uploaded after 6 dekads have passed. This final version of the dekadal dataset has a higher quality because gap filling and interpolation processes, where needed, have been based on more data observations.	The calculation of the transpiration is based on the ETLook model described in Bastiaanssen et al. (2012). It uses the Penman-Monteith equation, adapted to remote sensing input data. The Penman-Monteith equation predicts the rate of total evaporation and transpiration using commonly measured meteorological data (solar radiation, air temperature, vapour content and wind speed). It has become the FAO standard for calculating the actual and reference evapotranspiration (see FAO Irrigation and Drainage paper 56, Allen et al. 1998).The following data is used for calculating transpiration:- Daily: incoming solar radiation and weather data (temperature, humidity, wind speed and precipitation);- Dekadal: NDVI, surface albedo and soil moisture stress;- Seasonal: Land Cover;- Static: Digital Elevation Model.Data component developed through collaboration with the FRAME Consortium. More information can be found at: http://www.fao.org/in-action/remote-sensing-for-water-productivity/en/	https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L2_T_D
75	L3_AWA_AETI_A	Actual EvapoTranspiration and Interception (Awash, Ethiopia - Annual)	The actual EvapoTranspiration and Interception (ETIa) is the sum of the soil evaporation (E), canopy transpiration (T), and evaporation from rainfall intercepted by leaves (I). The value of each pixel represents the ETIa in a given year.	Raster Dataset	mm	Int32 (32bit Integer)	the pixel value in the downloaded data must be multiplied by 0.1	-9999	30m	Awash, Ethiopia	EPSG:32637 - WGS 84 / UTM zone 37N	from January 2009 to present	Annual	New dekadal data layers are released approximately 5 days after the end of a dekad. A higher quality version of the same data layer is uploaded after 6 dekads have passed. This final version of the dekadal dataset has a higher quality because gap filling and interpolation processes, where needed, have been based on more data observations. This implies that other temporal aggregations (monthly, seasonal, annual), and layers that depend on those, are updated as well. Practically this means that a final annual aggregation of the most recent full calendar year can only be produced after the end of February. Likewise, the final monthly aggregation of the most recent calendar months can only be produced 2 full months later.	See ETIa by dekad for further information. The annual total is obtained by taking the ETIa in mm/day, multiplying by the number of days in a dekad, and summing the dekads of each year.	https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L3_AWA_AETI_A
76	L3_AWA_AETI_D	Actual EvapoTranspiration and Interception (Awash, Ethiopia - Dekadal)	The actual EvapoTranspiration and Interception (ETIa) is the sum of the soil evaporation (E), canopy transpiration (T), and evaporation from rainfall intercepted by leaves (I). The value of each pixel represents the average daily ETIa in a given dekad.	Raster Dataset	mm	Int16 (16bit Integer)	the pixel value in the downloaded data must be multiplied by 0.1	-9999	30m	Awash, Ethiopia	EPSG:32637 - WGS 84 / UTM zone 37N	from January 2009 to present	Dekadal (approximately every 10 days)	New dekadal data layers are released approximately 5 days after the end of a dekad. A higher quality version of the same data layer is uploaded after 6 dekads have passed. This final version of the dekadal dataset has a higher quality because gap filling and interpolation processes, where needed, have been based on more data observations.	The calculation of the ETIa is based on the ETLook model described in Bastiaanssen et al. (2012). See the methodology of the three components (E, T and I) for further information.	https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L3_AWA_AETI_D
77	L3_AWA_AETI_M	Actual EvapoTranspiration and Interception (Awash, Ethiopia - Monthly)	The actual EvapoTranspiration and Interception (ETIa) is the sum of the soil evaporation (E), canopy transpiration (T), and evaporation from rainfall intercepted by leaves (I). The value of each pixel represents the ETIa in a given month.	Raster Dataset	mm	Int16 (16bit Integer)	the pixel value in the downloaded data must be multiplied by 0.1	-9999	30m	Awash, Ethiopia	EPSG:32637 - WGS 84 / UTM zone 37N	from January 2009 to present	Monthly	New dekadal data layers are released approximately 5 days after the end of a dekad. A higher quality version of the same data layer is uploaded after 6 dekads have passed. This final version of the dekadal dataset has a higher quality because gap filling and interpolation processes, where needed, have been based on more data observations. This implies that other temporal aggregations (monthly, seasonal, annual), and layers that depend on those, are updated as well. Practically this means that a final annual aggregation of the most recent full calendar year can only be produced after the end of February. Likewise, the final monthly aggregation of the most recent calendar months can only be produced 2 full months later.	See ETIa by dekad for further information. The monthly total is obtained by taking the ETIa in mm/day, multiplying by the number of days in a dekad, and summing the dekads of each month.	https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L3_AWA_AETI_M
78	L3_AWA_E_A	Evaporation (Awash, Ethiopia - Annual)	The Evaporation (E) data component is the actual evaporation of the soil surface. The value of each pixel represents the total annual evaporation for that specific year.	Raster Dataset	mm	Int32 (32bit Integer)	the pixel value in the downloaded data must be multiplied by 0.1	-9999	30m	Awash, Ethiopia	EPSG:32637 - WGS 84 / UTM zone 37N	from January 2009 to present	Annual	New dekadal data layers are released approximately 5 days after the end of a dekad. A higher quality version of the same data layer is uploaded after 6 dekads have passed. This final version of the dekadal dataset has a higher quality because gap filling and interpolation processes, where needed, have been based on more data observations. This implies that other temporal aggregations (monthly, seasonal, annual), and layers that depend on those, are updated as well. Practically this means that a final annual aggregation of the most recent full calendar year can only be produced after the end of February. Likewise, the final monthly aggregation of the most recent calendar months can only be produced 2 full months later.	See evaporation (E) by dekad for further information. The annual total is obtained by taking the E in mm/day, multiplying by the number of days in a dekad, and summing the dekads of each year.	https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L3_AWA_E_A
79	L3_AWA_E_D	Evaporation (Awash, Ethiopia - Dekadal)	The Evaporation (E) data component (dekadal, in mm/day) is the actual evaporation of the soil surface. The value of each pixel represents the average daily actual evaporation for that specific dekad.	Raster Dataset	mm	Byte (8bit Unsigned Integer)	the pixel value in the downloaded data must be multiplied by 0.1	255	30m	Awash, Ethiopia	EPSG:32637 - WGS 84 / UTM zone 37N	from January 2009 to present	Dekadal (approximately every 10 days)	New dekadal data layers are released approximately 5 days after the end of a dekad. A higher quality version of the same data layer is uploaded after 6 dekads have passed. This final version of the dekadal dataset has a higher quality because gap filling and interpolation processes, where needed, have been based on more data observations.	The calculation of the evaporation is based on the ETLook model described in Bastiaanssen et al. (2012). It uses the Penman-Monteith equation, adapted to remote sensing input data. The Penman-Monteith equation predicts the rate of total evaporation and transpiration using commonly measured meteorological data (solar radiation, air temperature, vapour content and wind speed). It has become the FAO standard for calculating the actual and reference evapotranspiration (see FAO Irrigation and Drainage paper 56, Allen et al. 1998).The following data is used for calculating evaporation:- Daily: incoming solar radiation and weather data (temperature, humidity, wind speed and precipitation);- Dekadal: NDVI, surface albedo and soil moisture stress;- Seasonal: Land Cover;- Static: Digital Elevation Model.Data component developed through collaboration with the FRAME Consortium. More information can be found at: http://www.fao.org/in-action/remote-sensing-for-water-productivity/en/	https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L3_AWA_E_D
80	L3_AWA_I_A	Interception (Awash, Ethiopia - Annual)	Interception is the process where rainfall is captured by the leaves. Part of this captured rainfall will evaporate again. The Interception (I) data component represents the evaporation of intercepted rainfall from the vegetation canopy. The value of each pixel represents the total annual interception for that specific year.	Raster Dataset	mm	Int32 (32bit Integer)	the pixel value in the downloaded data must be multiplied by 0.1	-9999	30m	Awash, Ethiopia	EPSG:32637 - WGS 84 / UTM zone 37N	from January 2009 to present	Annual	New dekadal data layers are released approximately 5 days after the end of a dekad. A higher quality version of the same data layer is uploaded after 6 dekads have passed. This final version of the dekadal dataset has a higher quality because gap filling and interpolation processes, where needed, have been based on more data observations. This implies that other temporal aggregations (monthly, seasonal, annual), and layers that depend on those, are updated as well. Practically this means that a final annual aggregation of the most recent full calendar year can only be produced after the end of February. Likewise, the final monthly aggregation of the most recent calendar months can only be produced 2 full months later.	See interception (I) by dekad for further information. The annual total is obtained by taking the I in mm/day, multiplying by the number of days in a dekad, and summing the dekads of each year.	https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L3_AWA_I_A
81	L3_AWA_I_D	Interception (Awash, Ethiopia - Dekadal)	The Interception (I) data component (dekadal, in mm/day) represents the evaporation of intercepted rainfall from the vegetation canopy. Interception is the process where rainfall is captured by the leaves. Part of this captured rainfall will evaporate again. The value of each pixel represents the average daily evaporated interception for that specific dekad.	Raster Dataset	mm	Byte (8bit Unsigned Integer)	the pixel value in the downloaded data must be multiplied by 0.1	255	30m	Awash, Ethiopia	EPSG:32637 - WGS 84 / UTM zone 37N	from January 2009 to present	Dekadal (approximately every 10 days)	New dekadal data layers are released approximately 5 days after the end of a dekad. A higher quality version of the same data layer is uploaded after 6 dekads have passed. This final version of the dekadal dataset has a higher quality because gap filling and interpolation processes, where needed, have been based on more data observations.	Evaporation of intercepted rainfall requires energy that is not available for transpiration or evaporation. Interception is a function of the vegetation cover and precipitation.Interception is relatively high with a small amount of precipitation, with the fraction intercepted decreasing quickly as precipitation increases. The maximum interception is determined by the LAI.The following data is used for calculating interception:- Daily: incoming solar radiation and weather data (temperature, humidity and precipitation);- Dekadal: NDVI.Data component developed through collaboration with the FRAME Consortium. More information can be found at: http://www.fao.org/in-action/remote-sensing-for-water-productivity/en/	https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L3_AWA_I_D
82	L3_AWA_NPP_D	Net Primary Production (Awash, Ethiopia - Dekadal)	Net Primary Production (NPP) is a fundamental characteristic of an ecosystem, expressing the conversion of carbon dioxide into biomass driven by photosynthesis. The pixel value represents the mean daily NPP for that specific dekad.	Raster Dataset	g/m²	Int16 (16bit Integer)	the pixel value in the downloaded data must be multiplied by 0.001	-9999	30m	Awash, Ethiopia	EPSG:32637 - WGS 84 / UTM zone 37N	from January 2009 to present	Dekadal (approximately every 10 days)	New dekadal data layers are released approximately 5 days after the end of a dekad. A higher quality version of the same data layer is uploaded after 6 dekads have passed. This final version of the dekadal dataset has a higher quality because gap filling and interpolation processes, where needed, have been based on more data observations.	The core of the methodology for deriving NPP is detailed in Veroustraete et al. (2002), whilst the practical implementation, as developed for the MARS Crop Yield Forecasting System, is described in Eerens et al. (2004). These methodologies were improved within the framework of the Copernicus Global Land Component, the most important change being the incorporation of biome-specific light-use efficiencies (LUEs).  The FRAME project applies this updated methodology, adding improvements which include the addition of a reduction factor to account for reduced water availability (i.e. soil moisture stress).The following data is used to calculate NPP:-  Daily:incoming solar radiation and temperature data (Tmin/Tmax);- Dekadal:fAPAR and soil moisture stress;- Seasonal:Land Cover.	https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L3_AWA_NPP_D
83	L3_AWA_T_A	Transpiration (Awash, Ethiopia - Annual)	The Transpiration (T) data component is the actual transpiration of the vegetation canopy. The value of each pixel represents the total annual transpiration for that specific year.	Raster Dataset	mm	Int32 (32bit Integer)	the pixel value in the downloaded data must be multiplied by 0.1	-9999	30m	Awash, Ethiopia	EPSG:32637 - WGS 84 / UTM zone 37N	from January 2009 to present	Annual	New dekadal data layers are released approximately 5 days after the end of a dekad. A higher quality version of the same data layer is uploaded after 6 dekads have passed. This final version of the dekadal dataset has a higher quality because gap filling and interpolation processes, where needed, have been based on more data observations. This implies that other temporal aggregations (monthly, seasonal, annual), and layers that depend on those, are updated as well. Practically this means that a final annual aggregation of the most recent full calendar year can only be produced after the end of February. Likewise, the final monthly aggregation of the most recent calendar months can only be produced 2 full months later.	See transpiration (T) by dekad for further information. The annual total is obtained by taking the T in mm/day, multiplying by the number of days in a dekad, and summing the dekads of each year.	https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L3_AWA_T_A
84	L3_AWA_T_D	Transpiration (Awash, Ethiopia - Dekadal)	The transpiration (T) data component (dekadal, in mm/day) is the actual transpiration of the vegetation canopy. The value of each pixel represents the average daily actual transpiration for that specific dekad.	Raster Dataset	mm	Byte (8bit Unsigned Integer)	the pixel value in the downloaded data must be multiplied by 0.1	255	30m	Awash, Ethiopia	EPSG:32637 - WGS 84 / UTM zone 37N	from January 2009 to present	Dekadal (approximately every 10 days)	New dekadal data layers are released approximately 5 days after the end of a dekad. A higher quality version of the same data layer is uploaded after 6 dekads have passed. This final version of the dekadal dataset has a higher quality because gap filling and interpolation processes, where needed, have been based on more data observations.	The calculation of the transpiration is based on the ETLook model described in Bastiaanssen et al. (2012). It uses the Penman-Monteith equation, adapted to remote sensing input data. The Penman-Monteith equation predicts the rate of total evaporation and transpiration using commonly measured meteorological data (solar radiation, air temperature, vapour content and wind speed). It has become the FAO standard for calculating the actual and reference evapotranspiration (see FAO Irrigation and Drainage paper 56, Allen et al. 1998).The following data is used for calculating transpiration:- Daily: incoming solar radiation and weather data (temperature, humidity, wind speed and precipitation);- Dekadal: NDVI, surface albedo and soil moisture stress;- Seasonal: Land Cover;- Static: Digital Elevation Model.Data component developed through collaboration with the FRAME Consortium. More information can be found at: http://www.fao.org/in-action/remote-sensing-for-water-productivity/en/	https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L3_AWA_T_D
85	L3_BKA_AETI_A	Actual EvapoTranspiration and Interception (Bekaa, Lebanon - Annual)	The actual EvapoTranspiration and Interception (ETIa) is the sum of the soil evaporation (E), canopy transpiration (T), and evaporation from rainfall intercepted by leaves (I). The value of each pixel represents the ETIa in a given year.	Raster Dataset	mm	Int32 (32bit Integer)	the pixel value in the downloaded data must be multiplied by 0.1	-9999	30m	Bekaa, Lebanon	EPSG:32636 - WGS 84 / UTM zone 36N	from January 2009 to present	Annual	New dekadal data layers are released approximately 5 days after the end of a dekad. A higher quality version of the same data layer is uploaded after 6 dekads have passed. This final version of the dekadal dataset has a higher quality because gap filling and interpolation processes, where needed, have been based on more data observations. This implies that other temporal aggregations (monthly, seasonal, annual), and layers that depend on those, are updated as well. Practically this means that a final annual aggregation of the most recent full calendar year can only be produced after the end of February. Likewise, the final monthly aggregation of the most recent calendar months can only be produced 2 full months later.	See ETIa by dekad for further information. The annual total is obtained by taking the ETIa in mm/day, multiplying by the number of days in a dekad, and summing the dekads of each year.	https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L3_BKA_AETI_A
86	L3_BKA_AETI_D	Actual EvapoTranspiration and Interception (Bekaa, Lebanon - Dekadal)	The actual EvapoTranspiration and Interception (ETIa) is the sum of the soil evaporation (E), canopy transpiration (T), and evaporation from rainfall intercepted by leaves (I). The value of each pixel represents the average daily ETIa in a given dekad.	Raster Dataset	mm	Int16 (16bit Integer)	the pixel value in the downloaded data must be multiplied by 0.1	-9999	30m	Bekaa, Lebanon	EPSG:32636 - WGS 84 / UTM zone 36N	from January 2009 to present	Dekadal (approximately every 10 days)	New dekadal data layers are released approximately 5 days after the end of a dekad. A higher quality version of the same data layer is uploaded after 6 dekads have passed. This final version of the dekadal dataset has a higher quality because gap filling and interpolation processes, where needed, have been based on more data observations.	The calculation of the ETIa is based on the ETLook model described in Bastiaanssen et al. (2012). See the methodology of the three components (E, T and I) for further information.	https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L3_BKA_AETI_D
87	L3_BKA_AETI_M	Actual EvapoTranspiration and Interception (Bekaa, Lebanon - Monthly)	The actual EvapoTranspiration and Interception (ETIa) is the sum of the soil evaporation (E), canopy transpiration (T), and evaporation from rainfall intercepted by leaves (I). The value of each pixel represents the ETIa in a given month.	Raster Dataset	mm	Int16 (16bit Integer)	the pixel value in the downloaded data must be multiplied by 0.1	-9999	30m	Bekaa, Lebanon	EPSG:32636 - WGS 84 / UTM zone 36N	from January 2009 to present	Monthly	New dekadal data layers are released approximately 5 days after the end of a dekad. A higher quality version of the same data layer is uploaded after 6 dekads have passed. This final version of the dekadal dataset has a higher quality because gap filling and interpolation processes, where needed, have been based on more data observations. This implies that other temporal aggregations (monthly, seasonal, annual), and layers that depend on those, are updated as well. Practically this means that a final annual aggregation of the most recent full calendar year can only be produced after the end of February. Likewise, the final monthly aggregation of the most recent calendar months can only be produced 2 full months later.	See ETIa by dekad for further information. The monthly total is obtained by taking the ETIa in mm/day, multiplying by the number of days in a dekad, and summing the dekads of each month.	https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L3_BKA_AETI_M
88	L3_BKA_E_A	Evaporation (Bekaa, Lebanon - Annual)	The Evaporation (E) data component is the actual evaporation of the soil surface. The value of each pixel represents the total annual evaporation for that specific year.	Raster Dataset	mm	Int32 (32bit Integer)	the pixel value in the downloaded data must be multiplied by 0.1	-9999	30m	Bekaa, Lebanon	EPSG:32636 - WGS 84 / UTM zone 36N	from January 2009 to present	Annual	New dekadal data layers are released approximately 5 days after the end of a dekad. A higher quality version of the same data layer is uploaded after 6 dekads have passed. This final version of the dekadal dataset has a higher quality because gap filling and interpolation processes, where needed, have been based on more data observations. This implies that other temporal aggregations (monthly, seasonal, annual), and layers that depend on those, are updated as well. Practically this means that a final annual aggregation of the most recent full calendar year can only be produced after the end of February. Likewise, the final monthly aggregation of the most recent calendar months can only be produced 2 full months later.	See evaporation (E) by dekad for further information. The annual total is obtained by taking the E in mm/day, multiplying by the number of days in a dekad, and summing the dekads of each year.	https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L3_BKA_E_A
89	L3_BKA_E_D	Evaporation (Bekaa, Lebanon - Dekadal)	The Evaporation (E) data component (dekadal, in mm/day) is the actual evaporation of the soil surface. The value of each pixel represents the average daily actual evaporation for that specific dekad.	Raster Dataset	mm	Byte (8bit Unsigned Integer)	the pixel value in the downloaded data must be multiplied by 0.1	255	30m	Bekaa, Lebanon	EPSG:32636 - WGS 84 / UTM zone 36N	from January 2009 to present	Dekadal (approximately every 10 days)	New dekadal data layers are released approximately 5 days after the end of a dekad. A higher quality version of the same data layer is uploaded after 6 dekads have passed. This final version of the dekadal dataset has a higher quality because gap filling and interpolation processes, where needed, have been based on more data observations.	The calculation of the evaporation is based on the ETLook model described in Bastiaanssen et al. (2012). It uses the Penman-Monteith equation, adapted to remote sensing input data. The Penman-Monteith equation predicts the rate of total evaporation and transpiration using commonly measured meteorological data (solar radiation, air temperature, vapour content and wind speed). It has become the FAO standard for calculating the actual and reference evapotranspiration (see FAO Irrigation and Drainage paper 56, Allen et al. 1998).The following data is used for calculating evaporation:- Daily: incoming solar radiation and weather data (temperature, humidity, wind speed and precipitation);- Dekadal: NDVI, surface albedo and soil moisture stress;- Seasonal: Land Cover;- Static: Digital Elevation Model.Data component developed through collaboration with the FRAME Consortium. More information can be found at: http://www.fao.org/in-action/remote-sensing-for-water-productivity/en/	https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L3_BKA_E_D
90	L3_BKA_I_A	Interception (Bekaa, Lebanon - Annual)	Interception is the process where rainfall is captured by the leaves. Part of this captured rainfall will evaporate again. The Interception (I) data component represents the evaporation of intercepted rainfall from the vegetation canopy. The value of each pixel represents the total annual interception for that specific year.	Raster Dataset	mm	Int32 (32bit Integer)	the pixel value in the downloaded data must be multiplied by 0.1	-9999	30m	Bekaa, Lebanon	EPSG:32636 - WGS 84 / UTM zone 36N	from January 2009 to present	Annual	New dekadal data layers are released approximately 5 days after the end of a dekad. A higher quality version of the same data layer is uploaded after 6 dekads have passed. This final version of the dekadal dataset has a higher quality because gap filling and interpolation processes, where needed, have been based on more data observations. This implies that other temporal aggregations (monthly, seasonal, annual), and layers that depend on those, are updated as well. Practically this means that a final annual aggregation of the most recent full calendar year can only be produced after the end of February. Likewise, the final monthly aggregation of the most recent calendar months can only be produced 2 full months later.	See interception (I) by dekad for further information. The annual total is obtained by taking the I in mm/day, multiplying by the number of days in a dekad, and summing the dekads of each year.	https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L3_BKA_I_A
91	L3_BKA_I_D	Interception (Bekaa, Lebanon - Dekadal)	The Interception (I) data component (dekadal, in mm/day) represents the evaporation of intercepted rainfall from the vegetation canopy. Interception is the process where rainfall is captured by the leaves. Part of this captured rainfall will evaporate again. The value of each pixel represents the average daily evaporated interception for that specific dekad.	Raster Dataset	mm	Byte (8bit Unsigned Integer)	the pixel value in the downloaded data must be multiplied by 0.1	255	30m	Bekaa, Lebanon	EPSG:32636 - WGS 84 / UTM zone 36N	from January 2009 to present	Dekadal (approximately every 10 days)	New dekadal data layers are released approximately 5 days after the end of a dekad. A higher quality version of the same data layer is uploaded after 6 dekads have passed. This final version of the dekadal dataset has a higher quality because gap filling and interpolation processes, where needed, have been based on more data observations.	Evaporation of intercepted rainfall requires energy that is not available for transpiration or evaporation. Interception is a function of the vegetation cover and precipitation.Interception is relatively high with a small amount of precipitation, with the fraction intercepted decreasing quickly as precipitation increases. The maximum interception is determined by the LAI.The following data is used for calculating interception:- Daily: incoming solar radiation and weather data (temperature, humidity and precipitation);- Dekadal: NDVI.Data component developed through collaboration with the FRAME Consortium. More information can be found at: http://www.fao.org/in-action/remote-sensing-for-water-productivity/en/	https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L3_BKA_I_D
